total_requests,accepted_requests,completed_requests,dropped_requests,unfinished_requests,drop_rate,throughput,overall_slo_miss_rate,accepted_slo_miss_rate,completion_rate,accuracy_weighted_throughput,mean_accuracy_completed,downgrade_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,per_tenant_slo_miss_rate,fairness_jain_index,arrival_rate,seed,case,family,param_value
2581,2581,2579,0,2,0.0,25.79,0.1030608291359938,0.1030608291359938,0.9992251065478497,19.201,0.7445133772780147,0.5087175513366912,70.18651824984408,313.4389082837715,356.1167507762728,"{0: 0.064882400648824, 1: 0.13798219584569732}",0.9983482178534092,25,44,utility_latency_penalty=0.5,utility_latency_penalty,0.5
2501,2501,2500,0,1,0.0,25.0,0.06557377049180328,0.06557377049180328,0.9996001599360256,18.652,0.74608,0.5069972011195522,64.21779337509724,293.29840791134274,344.2995324614201,"{0: 0.04180327868852459, 1: 0.08821233411397346}",0.9993844517714789,25,42,utility_latency_penalty=1.0,utility_latency_penalty,1.0
2574,2574,2569,0,5,0.0,25.69,0.05788655788655789,0.05788655788655789,0.9980574980574981,19.204,0.7475282210977034,0.49689199689199687,67.07649831521849,289.8516643749055,346.52925513921497,"{0: 0.036115569823434994, 1: 0.0783132530120482}",0.999499419533398,25,43,utility_latency_penalty=1.0,utility_latency_penalty,1.0
2581,2581,2579,0,2,0.0,25.79,0.1030608291359938,0.1030608291359938,0.9992251065478497,19.201,0.7445133772780147,0.5087175513366912,70.18651824984408,313.4389082837715,356.1167507762728,"{0: 0.064882400648824, 1: 0.13798219584569732}",0.9983482178534092,25,44,utility_latency_penalty=1.0,utility_latency_penalty,1.0
2501,2501,2500,0,1,0.0,25.0,0.00039984006397441024,0.00039984006397441024,0.9996001599360256,16.28,0.6512,1.0,18.288689680925927,42.846992260416194,63.30938036648925,"{0: 0.0, 1: 0.00078064012490242}",0.9999998475312721,25,42,utility_latency_penalty=2.0,utility_latency_penalty,2.0
2574,2574,2572,0,2,0.0,25.72,0.000777000777000777,0.000777000777000777,0.9992229992229992,16.759,0.6515940902021772,1.0,18.75905493350183,43.21292407130622,64.83335884936392,"{0: 0.0008025682182985554, 1: 0.0007530120481927711}",0.9999999993850902,25,43,utility_latency_penalty=2.0,utility_latency_penalty,2.0
2581,2581,2579,0,2,0.0,25.79,0.0007748934521503294,0.0007748934521503294,0.9992251065478497,16.82,0.6521907716169058,1.0,19.305468757524068,45.07604246628888,66.22806376309268,"{0: 0.0, 1: 0.001483679525222552}",0.9999994488566529,25,44,utility_latency_penalty=2.0,utility_latency_penalty,2.0
2988,2988,2981,0,7,0.0,29.81,0.5,0.5,0.9976572958500669,21.730999999999998,0.7289835625628982,0.4484605087014726,154.4253654970962,369.05505184792855,399.51188519275945,"{0: 0.40680272108843535, 1: 0.5902503293807642}",0.9676274893704344,30,42,utility_latency_penalty=0.0,utility_latency_penalty,0.0
3049,3049,3042,0,7,0.0,30.42,0.5234503115775664,0.5234503115775664,0.9977041653000984,22.134,0.7276134122287967,0.4581830108232207,164.77358062895337,369.9088383500126,405.8819942855822,"{0: 0.43762643290627107, 1: 0.6047254150702427}",0.9704532129996342,30,43,utility_latency_penalty=0.0,utility_latency_penalty,0.0
3102,3102,3097,0,5,0.0,30.97,0.5283687943262412,0.5283687943262412,0.998388136686009,22.44,0.7245721666128512,0.48388136686009026,168.82228860464966,369.0933414360887,403.6936292829239,"{0: 0.42364864864864865, 1: 0.623921085080148}",0.9576565938672059,30,44,utility_latency_penalty=0.0,utility_latency_penalty,0.0
2988,2988,2981,0,7,0.0,29.81,0.5,0.5,0.9976572958500669,21.730999999999998,0.7289835625628982,0.4484605087014726,154.4253654970962,369.05505184792855,399.51188519275945,"{0: 0.40680272108843535, 1: 0.5902503293807642}",0.9676274893704344,30,42,utility_latency_penalty=0.12,utility_latency_penalty,0.12
3049,3049,3042,0,7,0.0,30.42,0.5234503115775664,0.5234503115775664,0.9977041653000984,22.134,0.7276134122287967,0.4581830108232207,164.77358062895337,369.9088383500126,405.8819942855822,"{0: 0.43762643290627107, 1: 0.6047254150702427}",0.9704532129996342,30,43,utility_latency_penalty=0.12,utility_latency_penalty,0.12
3102,3102,3097,0,5,0.0,30.97,0.5283687943262412,0.5283687943262412,0.998388136686009,22.44,0.7245721666128512,0.48388136686009026,168.82228860464966,369.0933414360887,403.6936292829239,"{0: 0.42364864864864865, 1: 0.623921085080148}",0.9576565938672059,30,44,utility_latency_penalty=0.12,utility_latency_penalty,0.12
2988,2988,2983,0,5,0.0,29.83,0.20515394912985274,0.20515394912985274,0.9983266398929049,21.898000000000003,0.7340931947703655,0.5525435073627845,97.89998203120194,338.63675345657543,366.63126946557793,"{0: 0.14081632653061224, 1: 0.26745718050065875}",0.9937097152296166,30,42,utility_latency_penalty=0.5,utility_latency_penalty,0.5
3049,3049,3045,0,4,0.0,30.45,0.23778287963266645,0.23778287963266645,0.9986880944571991,22.336,0.7335303776683086,0.5516562807477862,109.30202292131435,340.36211255682343,377.4275817018845,"{0: 0.16992582602832096, 1: 0.3020434227330779}",0.992579681919506,30,43,utility_latency_penalty=0.5,utility_latency_penalty,0.5
3102,3102,3098,0,4,0.0,30.98,0.28981302385557706,0.28981302385557706,0.9987105093488072,22.572,0.7285990961910911,0.5664087685364281,117.89864831624982,346.5519416650599,376.48085941899427,"{0: 0.2114864864864865, 1: 0.36128236744759556}",0.9891043479775959,30,44,utility_latency_penalty=0.5,utility_latency_penalty,0.5
2988,2988,2983,0,5,0.0,29.83,0.20515394912985274,0.20515394912985274,0.9983266398929049,21.898000000000003,0.7340931947703655,0.5525435073627845,97.89998203120194,338.63675345657543,366.63126946557793,"{0: 0.14081632653061224, 1: 0.26745718050065875}",0.9937097152296166,30,42,utility_latency_penalty=1.0,utility_latency_penalty,1.0
3049,3049,3045,0,4,0.0,30.45,0.23778287963266645,0.23778287963266645,0.9986880944571991,22.336,0.7335303776683086,0.5516562807477862,109.30202292131435,340.36211255682343,377.4275817018845,"{0: 0.16992582602832096, 1: 0.3020434227330779}",0.992579681919506,30,43,utility_latency_penalty=1.0,utility_latency_penalty,1.0
3102,3102,3098,0,4,0.0,30.98,0.28981302385557706,0.28981302385557706,0.9987105093488072,22.572,0.7285990961910911,0.5664087685364281,117.89864831624982,346.5519416650599,376.48085941899427,"{0: 0.2114864864864865, 1: 0.36128236744759556}",0.9891043479775959,30,44,utility_latency_penalty=1.0,utility_latency_penalty,1.0
2988,2988,2988,0,0,0.0,29.88,0.0,0.0,1.0,19.445999999999998,0.6508032128514056,1.0,19.155304823730148,48.49211189698218,75.55591835865468,"{0: 0.0, 1: 0.0}",1.0,30,42,utility_latency_penalty=2.0,utility_latency_penalty,2.0
3049,3049,3048,0,1,0.0,30.48,0.00032797638570022957,0.00032797638570022957,0.9996720236142997,19.852999999999998,0.6513451443569553,1.0,19.76035869030784,48.92242133055115,73.11058619889353,"{0: 0.0, 1: 0.0006385696040868455}",0.9999998979920967,30,43,utility_latency_penalty=2.0,utility_latency_penalty,2.0
3102,3102,3102,0,0,0.0,31.02,0.0,0.0,1.0,20.233999999999998,0.6522888459058671,1.0,20.323312943120982,51.33845616261265,80.40373974794556,"{0: 0.0, 1: 0.0}",1.0,30,44,utility_latency_penalty=2.0,utility_latency_penalty,2.0
