total_requests,accepted_requests,completed_requests,dropped_requests,unfinished_requests,drop_rate,throughput,overall_slo_miss_rate,accepted_slo_miss_rate,completion_rate,accuracy_weighted_throughput,mean_accuracy_completed,downgrade_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,per_tenant_slo_miss_rate,fairness_jain_index,tenant0_slo_miss_rate,tenant1_slo_miss_rate,arrival_rate,seed,case,experiment,workload,policy_name
2678,2678,2678,0,0,0.0,26.78,0.6381628080657207,0.6381628080657207,1.0,18.145,0.6775578790141896,0.7150858849887977,192.70036599987543,475.30895982883595,547.0852007942054,"{0: 0.3543071161048689, 1: 0.9203276247207743}",0.6215400379814974,0.3543071161048689,0.9203276247207743,25,42,ON-OFF | Proposed,burstiness,ON-OFF,Proposed
2711,2711,2711,0,0,0.0,27.11,0.6414607156030985,0.6414607156030985,1.0,18.296,0.6748801180376245,0.7196606418295832,186.8532689359381,460.9823097496301,507.8054694654377,"{0: 0.3678332092330603, 1: 0.9100877192982456}",0.6394086325218268,0.3678332092330603,0.9100877192982456,25,43,ON-OFF | Proposed,burstiness,ON-OFF,Proposed
2716,2716,2716,0,0,0.0,27.16,0.6796759941089838,0.6796759941089838,1.0,18.319000000000003,0.6744845360824742,0.7231222385861561,221.13004674663534,486.4358651921393,511.4356451811516,"{0: 0.43866171003717475, 1: 0.9161196207148067}",0.6461655383912474,0.43866171003717475,0.9161196207148067,25,44,ON-OFF | Proposed,burstiness,ON-OFF,Proposed
2988,2988,2076,0,912,0.0,20.76,0.9959839357429718,0.9959839357429718,0.6947791164658634,16.608,0.8,0.0,14419.40736223739,27751.164202016604,29372.978423948218,"{0: 0.9952380952380953, 1: 0.9967061923583662}",0.9678551049305781,0.9952380952380953,0.9967061923583662,30,42,Poisson | EDF + Fixed,burstiness,Poisson,EDF + Fixed
3049,3049,2084,0,965,0.0,20.84,0.9983601180714988,0.9983601180714988,0.6835027877992784,16.672,0.8,0.0,17643.23515400068,31415.271402126004,32744.09494585335,"{0: 0.9973027646662171, 1: 0.9993614303959132}",0.7241840713073029,0.9973027646662171,0.9993614303959132,30,43,Poisson | EDF + Fixed,burstiness,Poisson,EDF + Fixed
3102,3102,2072,0,1030,0.0,20.72,0.9974210186976145,0.9974210186976145,0.6679561573178594,16.576,0.8,0.0,16614.87255298206,31704.76373683403,33134.267680771605,"{0: 0.9966216216216216, 1: 0.9981504315659679}",0.9212213270757548,0.9966216216216216,0.9981504315659679,30,44,Poisson | EDF + Fixed,burstiness,Poisson,EDF + Fixed
2988,2988,2983,0,5,0.0,29.83,0.13788487282463185,0.13788487282463185,0.9983266398929049,21.274,0.7131746563861883,0.4347389558232932,105.62970000818314,269.8150115722321,317.72619906976905,"{0: 0.23877551020408164, 1: 0.04018445322793149}",0.9868600713993371,0.23877551020408164,0.04018445322793149,30,42,Poisson | EDF + Threshold Downgrade,burstiness,Poisson,EDF + Threshold Downgrade
3049,3049,3041,0,8,0.0,30.41,0.13611020006559527,0.13611020006559527,0.9973761889143982,21.638,0.7115422558368957,0.4434240734667104,107.39509386462305,268.6948189705654,318.84018359828616,"{0: 0.23128792987188132, 1: 0.04597701149425287}",0.9885615091393729,0.23128792987188132,0.04597701149425287,30,43,Poisson | EDF + Threshold Downgrade,burstiness,Poisson,EDF + Threshold Downgrade
3102,3102,3098,0,4,0.0,30.98,0.15635074145712444,0.15635074145712444,0.9987105093488072,21.912,0.7072950290510006,0.46421663442940037,110.47871837906132,270.48049820824764,319.6228679816454,"{0: 0.2777027027027027, 1: 0.04562268803945746}",0.9812009513494999,0.2777027027027027,0.04562268803945746,30,44,Poisson | EDF + Threshold Downgrade,burstiness,Poisson,EDF + Threshold Downgrade
2988,2988,2981,0,7,0.0,29.81,0.5,0.5,0.9976572958500669,21.730999999999998,0.7289835625628982,0.4484605087014726,154.4253654970962,369.05505184792855,399.51188519275945,"{0: 0.40680272108843535, 1: 0.5902503293807642}",0.9676274893704344,0.40680272108843535,0.5902503293807642,30,42,Poisson | Proposed,burstiness,Poisson,Proposed
3049,3049,3042,0,7,0.0,30.42,0.5234503115775664,0.5234503115775664,0.9977041653000984,22.134,0.7276134122287967,0.4581830108232207,164.77358062895337,369.9088383500126,405.8819942855822,"{0: 0.43762643290627107, 1: 0.6047254150702427}",0.9704532129996342,0.43762643290627107,0.6047254150702427,30,43,Poisson | Proposed,burstiness,Poisson,Proposed
3102,3102,3097,0,5,0.0,30.97,0.5283687943262412,0.5283687943262412,0.998388136686009,22.44,0.7245721666128512,0.48388136686009026,168.82228860464966,369.0933414360887,403.6936292829239,"{0: 0.42364864864864865, 1: 0.623921085080148}",0.9576565938672059,0.42364864864864865,0.623921085080148,30,44,Poisson | Proposed,burstiness,Poisson,Proposed
3188,3188,2076,0,1112,0.0,20.76,0.9993726474278545,0.9993726474278545,0.6511919698870765,16.608,0.8,0.0,16836.2123018618,32347.750419888842,34066.63928969299,"{0: 0.9987349778621126, 1: 1.0}",0.5,0.9987349778621126,1.0,30,42,ON-OFF | EDF + Fixed,burstiness,ON-OFF,EDF + Fixed
3243,3243,2084,0,1159,0.0,20.84,0.9993832870798643,0.9993832870798643,0.6426148627813753,16.672,0.8,0.0,18633.494992311043,34571.9709235186,36238.116996328165,"{0: 0.9993658845909955, 1: 0.9993997599039616}",0.9992474087812113,0.9993658845909955,0.9993997599039616,30,43,ON-OFF | EDF + Fixed,burstiness,ON-OFF,EDF + Fixed
3206,3206,2073,0,1133,0.0,20.73,0.9993761696818465,0.9993761696818465,0.6466001247660637,16.584,0.8,0.0,17742.230117368625,35828.08805449807,37286.67045451385,"{0: 0.9993630573248408, 1: 0.9993887530562348}",0.9995763796447488,0.9993630573248408,0.9993887530562348,30,44,ON-OFF | EDF + Fixed,burstiness,ON-OFF,EDF + Fixed
3188,3188,3188,0,0,0.0,31.88,0.414366373902133,0.414366373902133,1.0,19.983999999999998,0.6268506900878292,0.8657465495608532,161.68544778528485,368.8291168221654,417.3578185197649,"{0: 0.43263757115749524, 1: 0.39639079029247043}",0.9990427393659703,0.43263757115749524,0.39639079029247043,30,42,ON-OFF | EDF + Threshold Downgrade,burstiness,ON-OFF,EDF + Threshold Downgrade
3243,3243,3243,0,0,0.0,32.43,0.3845205057045945,0.3845205057045945,1.0,20.296,0.6258402713536847,0.8707986432315757,172.34914703993127,367.9167387032298,408.78967335216987,"{0: 0.37412809131261887, 1: 0.3943577430972389}",0.9997302379711985,0.37412809131261887,0.3943577430972389,30,43,ON-OFF | EDF + Threshold Downgrade,burstiness,ON-OFF,EDF + Threshold Downgrade
3206,3206,3206,0,0,0.0,32.06,0.44666250779787897,0.44666250779787897,1.0,20.092,0.626699937616968,0.8665003119151591,168.80722859190428,374.43290674576565,424.7651676297485,"{0: 0.45987261146496816, 1: 0.4339853300733496}",0.9994525893089174,0.45987261146496816,0.4339853300733496,30,44,ON-OFF | EDF + Threshold Downgrade,burstiness,ON-OFF,EDF + Threshold Downgrade
3188,3188,3188,0,0,0.0,31.88,0.7120451693851945,0.7120451693851945,1.0,21.066,0.6607904642409033,0.7757214554579673,269.1661012989616,503.39882805096835,558.0002828902063,"{0: 0.46995572422517395, 1: 0.9502177971375233}",0.5930995955059459,0.46995572422517395,0.9502177971375233,30,42,ON-OFF | Proposed,burstiness,ON-OFF,Proposed
3243,3243,3243,0,0,0.0,32.43,0.7166204131976565,0.7166204131976565,1.0,21.416999999999998,0.6604070305272894,0.7764415664508172,289.1704620904202,513.7390706065795,555.686253550647,"{0: 0.4654407102092581, 1: 0.9543817527010804}",0.584721061668783,0.4654407102092581,0.9543817527010804,30,43,ON-OFF | Proposed,burstiness,ON-OFF,Proposed
3206,3206,3206,0,0,0.0,32.06,0.7267623206487835,0.7267623206487835,1.0,21.158,0.6599500935745475,0.7741734248284466,280.68748153261186,508.6536632422867,546.4024095197501,"{0: 0.49554140127388535, 1: 0.9486552567237164}",0.6007382742074453,0.49554140127388535,0.9486552567237164,30,44,ON-OFF | Proposed,burstiness,ON-OFF,Proposed
