total_requests,accepted_requests,completed_requests,dropped_requests,unfinished_requests,drop_rate,throughput,overall_slo_miss_rate,accepted_slo_miss_rate,completion_rate,accuracy_weighted_throughput,mean_accuracy_completed,downgrade_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,per_tenant_slo_miss_rate,fairness_jain_index,tenant0_slo_miss_rate,tenant1_slo_miss_rate,arrival_rate,seed,case,experiment,workload,policy_name
2581,2581,2071,0,510,0.0,20.71,0.9957380860131732,0.9957380860131732,0.802402169701666,16.568,0.8,0.0,10034.033832033601,19029.42334417736,20040.200408976296,"{0: 0.9951338199513382, 1: 0.9962908011869436}",0.9821223030253577,0.9951338199513382,0.9962908011869436,25,44,Poisson | EDF + Fixed,burstiness,Poisson,EDF + Fixed
2501,2501,2499,0,2,0.0,24.99,0.13714514194322272,0.13714514194322272,0.9992003198720512,18.366,0.7349339735894357,0.32506997201119553,99.1552378995475,269.4683015812772,324.79161282472046,"{0: 0.22950819672131148, 1: 0.04918032786885246}",0.9891440875650458,0.22950819672131148,0.04918032786885246,25,42,Poisson | EDF + Threshold Downgrade,burstiness,Poisson,EDF + Threshold Downgrade
2574,2574,2569,0,5,0.0,25.69,0.1351981351981352,0.1351981351981352,0.9980574980574981,18.89,0.7353055663682366,0.3243978243978244,101.82327134477964,271.2518388251599,322.79041513588356,"{0: 0.23434991974317818, 1: 0.04216867469879518}",0.9877187632146108,0.23434991974317818,0.04216867469879518,25,43,Poisson | EDF + Threshold Downgrade,burstiness,Poisson,EDF + Threshold Downgrade
2581,2581,2576,0,5,0.0,25.76,0.1557535838822162,0.1557535838822162,0.9980627663696242,18.918,0.7343944099378881,0.3277799302595893,105.75200513167329,272.23349965680245,330.9588451963118,"{0: 0.27169505271695055, 1: 0.04970326409495549}",0.9828110813255657,0.27169505271695055,0.04970326409495549,25,44,Poisson | EDF + Threshold Downgrade,burstiness,Poisson,EDF + Threshold Downgrade
2501,2501,2499,0,2,0.0,24.99,0.3358656537385046,0.3358656537385046,0.9992003198720512,18.839000000000002,0.753861544617847,0.3006797281087565,118.94835024925669,353.66475716330825,391.8044827201608,"{0: 0.2713114754098361, 1: 0.39734582357533177}",0.9911177423521634,0.2713114754098361,0.39734582357533177,25,42,Poisson | Proposed,burstiness,Poisson,Proposed
2574,2574,2566,0,8,0.0,25.66,0.3356643356643357,0.3356643356643357,0.9968919968919969,19.322,0.7530007794232267,0.31546231546231546,123.90674089835011,351.15356563452383,390.7411713639867,"{0: 0.2640449438202247, 1: 0.40286144578313254}",0.9892730299400367,0.2640449438202247,0.40286144578313254,25,43,Poisson | Proposed,burstiness,Poisson,Proposed
2581,2581,2576,0,5,0.0,25.76,0.35490120108485085,0.35490120108485085,0.9980627663696242,19.365,0.7517468944099378,0.32739248353351413,125.1891677966778,358.45506663359527,393.54409166785354,"{0: 0.2725060827250608, 1: 0.43026706231454004}",0.9854255840363242,0.2725060827250608,0.43026706231454004,25,44,Poisson | Proposed,burstiness,Poisson,Proposed
2678,2678,2076,0,602,0.0,20.76,0.9992531740104555,0.9992531740104555,0.7752053771471247,16.608,0.8,0.0,10574.868796607698,20563.82643814983,21771.78701707676,"{0: 0.998501872659176, 1: 1.0}",0.5,0.998501872659176,1.0,25,42,ON-OFF | EDF + Fixed,burstiness,ON-OFF,EDF + Fixed
2711,2711,2084,0,627,0.0,20.84,0.9992622648469199,0.9992622648469199,0.7687200295094061,16.672,0.8,0.0,13296.22535773195,22686.055398941633,23496.937094968594,"{0: 0.9992553983618764, 1: 0.9992690058479532}",0.999914967675472,0.9992553983618764,0.9992690058479532,25,43,ON-OFF | EDF + Fixed,burstiness,ON-OFF,EDF + Fixed
2716,2716,2073,0,643,0.0,20.73,0.9992636229749632,0.9992636229749632,0.7632547864506627,16.584,0.8,0.0,12548.521807024234,24006.099656842904,24897.0857897302,"{0: 0.9992565055762082, 1: 0.9992706053975201}",0.9999083679574126,0.9992565055762082,0.9992706053975201,25,44,ON-OFF | EDF + Fixed,burstiness,ON-OFF,EDF + Fixed
2678,2678,2678,0,0,0.0,26.78,0.30246452576549665,0.30246452576549665,1.0,16.976,0.6339058999253173,0.830470500373413,148.293598518846,332.1756841001072,376.20525480254884,"{0: 0.37453183520599254, 1: 0.2308265078183172}",0.9894940900204028,0.37453183520599254,0.2308265078183172,25,42,ON-OFF | EDF + Threshold Downgrade,burstiness,ON-OFF,EDF + Threshold Downgrade
2711,2711,2711,0,0,0.0,27.11,0.2914053854666175,0.2914053854666175,1.0,17.174,0.633493175949834,0.83253412025083,151.55818826774157,320.0068470025799,356.12451890475717,"{0: 0.4058078927773641, 1: 0.179093567251462}",0.9749747778686019,0.4058078927773641,0.179093567251462,25,43,ON-OFF | EDF + Threshold Downgrade,burstiness,ON-OFF,EDF + Threshold Downgrade
2716,2716,2716,0,0,0.0,27.16,0.31885125184094254,0.31885125184094254,1.0,17.186,0.6327687776141384,0.8361561119293078,153.18781421941208,344.0824286631105,382.1049518669728,"{0: 0.379182156133829, 1: 0.25966447848285923}",0.9923490628760473,0.379182156133829,0.25966447848285923,25,44,ON-OFF | EDF + Threshold Downgrade,burstiness,ON-OFF,EDF + Threshold Downgrade
