total_requests,accepted_requests,completed_requests,dropped_requests,unfinished_requests,drop_rate,throughput,overall_slo_miss_rate,accepted_slo_miss_rate,completion_rate,accuracy_weighted_throughput,mean_accuracy_completed,downgrade_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,per_tenant_slo_miss_rate,fairness_jain_index,arrival_rate,policy,seed
2075,2008,2008,67,0,0.03228915662650603,20.08,0.1566265060240964,0.12848605577689243,1.0,15.689,0.7813247011952191,0.16085657370517928,90.29543789000672,325.3143850142773,368.42448271052143,"{0: 0.13280475718533202, 1: 0.17917448405253283}",0.9992459747024398,20,Proposed: EDF + Feasible Utility + Admission,44
2501,2501,2076,0,425,0.0,20.76,0.9836065573770492,0.9836065573770492,0.8300679728108756,16.608,0.8,0.0,7371.190526479968,14377.624395578565,15495.867160536163,"{0: 0.9967213114754099, 1: 0.9711163153786104}",0.6120694628742847,25,FIFO + Fixed,42
2574,2574,2084,0,490,0.0,20.84,0.9961149961149961,0.9961149961149961,0.8096348096348096,16.672,0.8,0.0,11144.713728943938,18749.00414568087,19556.911785594664,"{0: 0.9991974317817014, 1: 0.9932228915662651}",0.6167855864039941,25,FIFO + Fixed,43
2581,2581,2071,0,510,0.0,20.71,0.9934134056567222,0.9934134056567222,0.802402169701666,16.568,0.8,0.0,10009.386030567955,19039.306237300574,20025.87130305461,"{0: 0.9967558799675588, 1: 0.9903560830860534}",0.8021944440661474,25,FIFO + Fixed,44
2501,2501,2076,0,425,0.0,20.76,0.9884046381447421,0.9884046381447421,0.8300679728108756,16.608,0.8,0.0,7375.21843292256,14367.746020798782,15493.127791445695,"{0: 0.989344262295082, 1: 0.9875097580015613}",0.9937573829050068,25,EDF + Fixed,42
2574,2574,2084,0,490,0.0,20.84,0.9972804972804973,0.9972804972804973,0.8096348096348096,16.672,0.8,0.0,11096.634593858016,18748.434401779385,19562.68170380922,"{0: 0.9959871589085072, 1: 0.9984939759036144}",0.8289660145642339,25,EDF + Fixed,43
2581,2581,2071,0,510,0.0,20.71,0.9957380860131732,0.9957380860131732,0.802402169701666,16.568,0.8,0.0,10034.033832033601,19029.42334417736,20040.200408976296,"{0: 0.9951338199513382, 1: 0.9962908011869436}",0.9821223030253577,25,EDF + Fixed,44
2501,1948,1946,553,2,0.22111155537784885,19.46,0.3442622950819672,0.15811088295687886,0.9989733059548255,15.568000000000001,0.8,0.0,112.6122673878308,329.2930527669557,363.7963910305996,"{0: 0.4139344262295082, 1: 0.2779078844652615}",0.9893031352946883,25,EDF + Admission Only + Fixed Model,42
2574,1988,1982,586,6,0.22766122766122765,19.82,0.3593628593628594,0.170523138832998,0.9969818913480886,15.856000000000002,0.8000000000000002,0.0,132.03080332477475,329.14344797041736,360.1513646605623,"{0: 0.45425361155698235, 1: 0.2703313253012048}",0.9796283146744537,25,EDF + Admission Only + Fixed Model,43
2581,1978,1974,603,4,0.2336303758233243,19.74,0.38783417280123983,0.2012133468149646,0.9979777553083923,15.792,0.8000000000000002,0.0,130.326438201153,340.2375033358324,377.42417420505114,"{0: 0.43471208434712083, 1: 0.3449554896142433}",0.9946193673305865,25,EDF + Admission Only + Fixed Model,44
2501,2501,2499,0,2,0.0,24.99,0.13714514194322272,0.13714514194322272,0.9992003198720512,18.366,0.7349339735894357,0.32506997201119553,99.1552378995475,269.4683015812772,324.79161282472046,"{0: 0.22950819672131148, 1: 0.04918032786885246}",0.9891440875650458,25,EDF + Threshold Downgrade,42
2574,2574,2569,0,5,0.0,25.69,0.1351981351981352,0.1351981351981352,0.9980574980574981,18.89,0.7353055663682366,0.3243978243978244,101.82327134477964,271.2518388251599,322.79041513588356,"{0: 0.23434991974317818, 1: 0.04216867469879518}",0.9877187632146108,25,EDF + Threshold Downgrade,43
2581,2581,2576,0,5,0.0,25.76,0.1557535838822162,0.1557535838822162,0.9980627663696242,18.918,0.7343944099378881,0.3277799302595893,105.75200513167329,272.23349965680245,330.9588451963118,"{0: 0.27169505271695055, 1: 0.04970326409495549}",0.9828110813255657,25,EDF + Threshold Downgrade,44
2501,2313,2311,188,2,0.07516993202718912,23.11,0.10675729708116753,0.03415477734543882,0.9991353220925205,17.298,0.7485071397663348,0.2572416774751405,88.59900067158014,255.7283093295755,309.489994114031,"{0: 0.19098360655737706, 1: 0.02654176424668228}",0.9915608766243128,25,EDF + Threshold Downgrade + Admission,42
2574,2376,2369,198,7,0.07692307692307693,23.69,0.10994560994560995,0.03577441077441077,0.9970538720538721,17.744,0.7490080202617138,0.2563131313131313,90.39622491652062,259.98225026810246,301.4950190030506,"{0: 0.20064205457463885, 1: 0.024849397590361446}",0.9902813959364253,25,EDF + Threshold Downgrade + Admission,43
2581,2359,2355,222,4,0.08601317318868655,23.55,0.11468423091824874,0.03136922424756253,0.9983043662568886,17.652,0.7495541401273884,0.2522255192878338,91.5439948305575,255.35895211266538,298.49872674642455,"{0: 0.21816707218167072, 1: 0.020029673590504452}",0.9875100806118091,25,EDF + Threshold Downgrade + Admission,44
2501,2501,2499,0,2,0.0,24.99,0.3358656537385046,0.3358656537385046,0.9992003198720512,18.839000000000002,0.753861544617847,0.3006797281087565,118.94835024925669,353.66475716330825,391.8044827201608,"{0: 0.2713114754098361, 1: 0.39734582357533177}",0.9911177423521634,25,Proposed: EDF + Feasible Utility,42
2574,2574,2566,0,8,0.0,25.66,0.3356643356643357,0.3356643356643357,0.9968919968919969,19.322,0.7530007794232267,0.31546231546231546,123.90674089835011,351.15356563452383,390.7411713639867,"{0: 0.2640449438202247, 1: 0.40286144578313254}",0.9892730299400367,25,Proposed: EDF + Feasible Utility,43
2581,2581,2576,0,5,0.0,25.76,0.35490120108485085,0.35490120108485085,0.9980627663696242,19.365,0.7517468944099378,0.32739248353351413,125.1891677966778,358.45506663359527,393.54409166785354,"{0: 0.2725060827250608, 1: 0.43026706231454004}",0.9854255840363242,25,Proposed: EDF + Feasible Utility,44
2501,2280,2278,221,2,0.08836465413834466,22.78,0.2922830867652939,0.2236842105263158,0.9991228070175439,17.619,0.7734416154521511,0.218859649122807,104.89551757485242,346.6747451317402,383.2708914951371,"{0: 0.23442622950819672, 1: 0.3473848555815769}",0.9936958850830007,25,Proposed: EDF + Feasible Utility + Admission,42
2574,2338,2331,236,7,0.09168609168609168,23.31,0.31895881895881895,0.25021385799828916,0.9970059880239521,18.014,0.7728013728013727,0.22412318220701455,118.26848322639125,346.754725631552,376.8731468825975,"{0: 0.2608346709470305, 1: 0.37349397590361444}",0.9932407846975064,25,Proposed: EDF + Feasible Utility + Admission,43
2581,2355,2350,226,5,0.08756296009298721,23.5,0.32506780317706313,0.2602972399150743,0.9978768577494692,18.132,0.7715744680851063,0.23651804670912951,115.8039998975737,347.29076667528204,380.97634260897104,"{0: 0.25790754257907544, 1: 0.38649851632047477}",0.9910819215986076,25,Proposed: EDF + Feasible Utility + Admission,44
2988,2988,2076,0,912,0.0,20.76,0.9956492637215528,0.9956492637215528,0.6947791164658634,16.608,0.8,0.0,14397.446772412426,27792.566562097938,29445.936355278987,"{0: 0.9972789115646259, 1: 0.9940711462450593}",0.8791022649876321,30,FIFO + Fixed,42
3049,3049,2084,0,965,0.0,20.84,0.9980321416857986,0.9980321416857986,0.6835027877992784,16.672,0.8,0.0,17661.05771300658,31406.28188360058,32724.637811878976,"{0: 0.9993256911665542, 1: 0.9968071519795658}",0.7021759329975953,30,FIFO + Fixed,43
3102,3102,2072,0,1030,0.0,20.72,0.996776273372018,0.996776273372018,0.6679561573178594,16.576,0.8,0.0,16602.621271538683,31686.751102866816,33142.773986158114,"{0: 0.9972972972972973, 1: 0.9963008631319359}",0.9763467016188293,30,FIFO + Fixed,44
2988,2988,2076,0,912,0.0,20.76,0.9959839357429718,0.9959839357429718,0.6947791164658634,16.608,0.8,0.0,14419.40736223739,27751.164202016604,29372.978423948218,"{0: 0.9952380952380953, 1: 0.9967061923583662}",0.9678551049305781,30,EDF + Fixed,42
3049,3049,2084,0,965,0.0,20.84,0.9983601180714988,0.9983601180714988,0.6835027877992784,16.672,0.8,0.0,17643.23515400068,31415.271402126004,32744.09494585335,"{0: 0.9973027646662171, 1: 0.9993614303959132}",0.7241840713073029,30,EDF + Fixed,43
3102,3102,2072,0,1030,0.0,20.72,0.9974210186976145,0.9974210186976145,0.6679561573178594,16.576,0.8,0.0,16614.87255298206,31704.76373683403,33134.267680771605,"{0: 0.9966216216216216, 1: 0.9981504315659679}",0.9212213270757548,30,EDF + Fixed,44
2988,2039,2033,949,6,0.3176037483266399,20.33,0.5020080321285141,0.27023050514958313,0.9970573810691515,16.264,0.8000000000000002,0.0,184.26728323093266,348.1936459184755,377.9072591802577,"{0: 0.5414965986394558, 1: 0.463768115942029}",0.993931216232778,30,EDF + Admission Only + Fixed Model,42
3049,2057,2052,992,5,0.32535257461462774,20.52,0.5008199409642505,0.2600875060768109,0.997569275644142,16.416,0.8000000000000002,0.0,202.47199655301154,349.099139231731,382.6543786278936,"{0: 0.5724881995954147, 1: 0.4329501915708812}",0.9806956185351345,30,EDF + Admission Only + Fixed Model,43
3102,2042,2038,1060,4,0.3417150225660864,20.38,0.5328820116054158,0.29040156709108716,0.9980411361410382,16.304000000000002,0.8000000000000002,0.0,224.11778537568534,353.6738849078596,394.77923820642286,"{0: 0.5885135135135136, 1: 0.48212083847102344}",0.9870641313772157,30,EDF + Admission Only + Fixed Model,44
2988,2988,2983,0,5,0.0,29.83,0.13788487282463185,0.13788487282463185,0.9983266398929049,21.274,0.7131746563861883,0.4347389558232932,105.62970000818314,269.8150115722321,317.72619906976905,"{0: 0.23877551020408164, 1: 0.04018445322793149}",0.9868600713993371,30,EDF + Threshold Downgrade,42
3049,3049,3041,0,8,0.0,30.41,0.13611020006559527,0.13611020006559527,0.9973761889143982,21.638,0.7115422558368957,0.4434240734667104,107.39509386462305,268.6948189705654,318.84018359828616,"{0: 0.23128792987188132, 1: 0.04597701149425287}",0.9885615091393729,30,EDF + Threshold Downgrade,43
3102,3102,3098,0,4,0.0,30.98,0.15635074145712444,0.15635074145712444,0.9987105093488072,21.912,0.7072950290510006,0.46421663442940037,110.47871837906132,270.48049820824764,319.6228679816454,"{0: 0.2777027027027027, 1: 0.04562268803945746}",0.9812009513494999,30,EDF + Threshold Downgrade,44
2988,2743,2737,245,6,0.0819946452476573,27.37,0.11345381526104417,0.03426904848705797,0.997812613926358,19.858,0.7255389112166605,0.3733138899015676,93.77261329889006,263.5976865563745,300.5947217429871,"{0: 0.20680272108843537, 1: 0.0230566534914361}",0.9893397831027413,30,EDF + Threshold Downgrade + Admission,42
3049,2796,2791,253,5,0.08297802558215808,27.91,0.10823220728107576,0.02753934191702432,0.998211731044349,20.274,0.7264063059835183,0.36838340486409155,94.95522965622877,262.4818640955673,298.6831072157829,"{0: 0.2002697235333783, 1: 0.0210727969348659}",0.989951748542297,30,EDF + Threshold Downgrade + Admission,43
3102,2828,2824,274,4,0.08833010960670536,28.24,0.11605415860735009,0.03041018387553041,0.9985855728429985,20.43,0.723441926345609,0.3826025459688826,97.08886470550715,258.50094374683397,298.9351978942017,"{0: 0.22364864864864864, 1: 0.017879161528976572}",0.9864922007523871,30,EDF + Threshold Downgrade + Admission,44
2988,2988,2981,0,7,0.0,29.81,0.5,0.5,0.9976572958500669,21.730999999999998,0.7289835625628982,0.4484605087014726,154.4253654970962,369.05505184792855,399.51188519275945,"{0: 0.40680272108843535, 1: 0.5902503293807642}",0.9676274893704344,30,Proposed: EDF + Feasible Utility,42
3049,3049,3042,0,7,0.0,30.42,0.5234503115775664,0.5234503115775664,0.9977041653000984,22.134,0.7276134122287967,0.4581830108232207,164.77358062895337,369.9088383500126,405.8819942855822,"{0: 0.43762643290627107, 1: 0.6047254150702427}",0.9704532129996342,30,Proposed: EDF + Feasible Utility,43
3102,3102,3097,0,5,0.0,30.97,0.5283687943262412,0.5283687943262412,0.998388136686009,22.44,0.7245721666128512,0.48388136686009026,168.82228860464966,369.0933414360887,403.6936292829239,"{0: 0.42364864864864865, 1: 0.623921085080148}",0.9576565938672059,30,Proposed: EDF + Feasible Utility,44
2988,2546,2541,442,5,0.14792503346720215,25.41,0.4404283801874163,0.34328358208955223,0.9980361351139042,19.352,0.7615899252262888,0.30911233307148467,169.87480286051868,360.0298399061576,385.50465041182974,"{0: 0.3551020408163265, 1: 0.5230566534914362}",0.9780772922380879,30,Proposed: EDF + Feasible Utility + Admission,42
3049,2566,2560,483,6,0.1584125942932109,25.6,0.4601508691374221,0.35853468433359315,0.9976617303195635,19.519000000000002,0.7624609375,0.3078721745908028,216.15439368875832,357.1933276976214,391.32694325544975,"{0: 0.3735670937289278, 1: 0.5421455938697318}",0.9763983345975153,30,Proposed: EDF + Feasible Utility + Admission,43
3102,2648,2644,454,4,0.1463571889103804,26.44,0.4606705351386202,0.368202416918429,0.9984894259818731,20.006,0.7566565809379727,0.35196374622356497,212.33834956645296,360.2066713753558,399.6742756175424,"{0: 0.36824324324324326, 1: 0.5450061652281134}",0.974225973102039,30,Proposed: EDF + Feasible Utility + Admission,44
