total_requests,accepted_requests,completed_requests,dropped_requests,unfinished_requests,drop_rate,throughput,overall_slo_miss_rate,accepted_slo_miss_rate,completion_rate,accuracy_weighted_throughput,mean_accuracy_completed,downgrade_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,per_tenant_slo_miss_rate,fairness_jain_index,arrival_rate,policy,seed
551,551,551,0,0,0.0,5.51,0.010889292196007259,0.010889292196007259,1.0,4.408,0.7999999999999999,0.0,51.17691255228783,99.7680936538236,137.24793398762085,"{0: 0.022641509433962263, 1: 0.0}",0.9998689059473002,5,EDF + Threshold Downgrade,43
516,516,516,0,0,0.0,5.16,0.01937984496124031,0.01937984496124031,1.0,4.126,0.7996124031007752,0.001937984496124031,50.8338214325986,101.62438235855461,181.6311183835436,"{0: 0.03488372093023256, 1: 0.003875968992248062}",0.9997500976181177,5,EDF + Threshold Downgrade,44
470,469,469,1,0,0.002127659574468085,4.69,0.002127659574468085,0.0,1.0,3.7520000000000007,0.8,0.0,50.229007983072734,91.93927060482443,111.47595217973762,"{0: 0.004484304932735426, 1: 0.0}",0.9999949501580601,5,EDF + Threshold Downgrade + Admission,42
551,548,548,3,0,0.0054446460980036296,5.48,0.010889292196007259,0.005474452554744526,1.0,4.384,0.7999999999999998,0.0,50.966914511750474,98.34504765897573,139.27502253554792,"{0: 0.022641509433962263, 1: 0.0}",0.9998689059473002,5,EDF + Threshold Downgrade + Admission,43
516,511,511,5,0,0.009689922480620155,5.11,0.01937984496124031,0.009784735812133072,1.0,4.088,0.8,0.0,50.338145103814895,98.18405227784388,146.89295275151665,"{0: 0.03875968992248062, 1: 0.0}",0.9996095824093448,5,EDF + Threshold Downgrade + Admission,44
470,470,470,0,0,0.0,4.7,0.0,0.0,1.0,3.7590000000000003,0.7997872340425533,0.002127659574468085,50.35434109227208,90.89395817483597,111.41812182920334,"{0: 0.0, 1: 0.0}",1.0,5,Proposed: EDF + Feasible Utility,42
551,551,551,0,0,0.0,5.51,0.0054446460980036296,0.0054446460980036296,1.0,4.405,0.7994555353901995,0.0054446460980036296,51.17691255228783,97.6564213128222,137.24793398762085,"{0: 0.011320754716981131, 1: 0.0}",0.9999675953596555,5,Proposed: EDF + Feasible Utility,43
516,516,516,0,0,0.0,5.16,0.013565891472868217,0.013565891472868217,1.0,4.122000000000001,0.7988372093023257,0.011627906976744186,50.8338214325986,96.82420376656955,181.6311183835436,"{0: 0.01937984496124031, 1: 0.007751937984496124}",0.9999652630360107,5,Proposed: EDF + Feasible Utility,44
470,470,470,0,0,0.0,4.7,0.0,0.0,1.0,3.7590000000000003,0.7997872340425533,0.002127659574468085,50.35434109227208,90.89395817483597,111.41812182920334,"{0: 0.0, 1: 0.0}",1.0,5,Proposed: EDF + Feasible Utility + Admission,42
551,551,551,0,0,0.0,5.51,0.0054446460980036296,0.0054446460980036296,1.0,4.405,0.7994555353901995,0.0054446460980036296,51.17691255228783,97.6564213128222,137.24793398762085,"{0: 0.011320754716981131, 1: 0.0}",0.9999675953596555,5,Proposed: EDF + Feasible Utility + Admission,43
516,516,516,0,0,0.0,5.16,0.013565891472868217,0.013565891472868217,1.0,4.122000000000001,0.7988372093023257,0.011627906976744186,50.8338214325986,96.82420376656955,181.6311183835436,"{0: 0.01937984496124031, 1: 0.007751937984496124}",0.9999652630360107,5,Proposed: EDF + Feasible Utility + Admission,44
973,973,973,0,0,0.0,9.73,0.06372045220966084,0.06372045220966084,1.0,7.784000000000001,0.8,0.0,54.975060672022664,131.5625869888634,176.14611353063316,"{0: 0.13304721030042918, 1: 0.0}",0.9949470518334683,10,FIFO + Fixed,42
1066,1066,1066,0,0,0.0,10.66,0.09287054409005628,0.09287054409005628,1.0,8.528,0.7999999999999999,0.0,59.20898073085385,149.70989377529668,196.30024775489272,"{0: 0.1926070038910506, 1: 0.0}",0.9887711636241152,10,FIFO + Fixed,43
1036,1036,1036,0,0,0.0,10.36,0.09652509652509653,0.09652509652509653,1.0,8.288,0.8000000000000002,0.0,59.686350384647085,146.50149275941658,225.02496243111707,"{0: 0.18532818532818532, 1: 0.007722007722007722}",0.9904314009224925,10,FIFO + Fixed,44
973,973,973,0,0,0.0,9.73,0.024665981500513873,0.024665981500513873,1.0,7.784000000000001,0.8,0.0,54.65034028871014,142.83905756533784,196.05366399153627,"{0: 0.04935622317596566, 1: 0.0019723865877712033}",0.9994090829543567,10,EDF + Fixed,42
1066,1066,1066,0,0,0.0,10.66,0.0450281425891182,0.0450281425891182,1.0,8.528,0.7999999999999999,0.0,58.5499836328745,157.55065690994388,242.91804431315322,"{0: 0.08949416342412451, 1: 0.0036231884057971015}",0.9979762118721396,10,EDF + Fixed,43
1036,1036,1036,0,0,0.0,10.36,0.05019305019305019,0.05019305019305019,1.0,8.288,0.8000000000000002,0.0,58.939327610085655,157.73723540578771,255.33319114267266,"{0: 0.08687258687258688, 1: 0.013513513513513514}",0.9985108796535009,10,EDF + Fixed,44
973,955,955,18,0,0.018499486125385406,9.55,0.02774922918807811,0.009424083769633508,1.0,7.64,0.8000000000000002,0.0,54.26618269255414,130.35721576064233,193.0058502359944,"{0: 0.055793991416309016, 1: 0.0019723865877712033}",0.9992326791848585,10,EDF + Admission Only + Fixed Model,42
1066,1039,1039,27,0,0.025328330206378986,10.39,0.03189493433395872,0.006737247353224254,1.0,8.312000000000001,0.8,0.0,56.61521219212591,146.02545315392123,234.28630163079953,"{0: 0.06614785992217899, 1: 0.0}",0.9988313694409174,10,EDF + Admission Only + Fixed Model,43
1036,1003,1003,33,0,0.03185328185328185,10.03,0.04343629343629344,0.011964107676969093,1.0,8.024000000000001,0.8,0.0,56.76777155214222,136.89159466980217,207.2514795834082,"{0: 0.08108108108108109, 1: 0.005791505791505791}",0.9984536428352118,10,EDF + Admission Only + Fixed Model,44
